,Order Date,Clinic Name,Clinic Address,Clinic Suite,Clinic additional Address,Clinic City,Clinic State,Clinic Zip,County Name,Total Pfizer Ordered,Total Moderna Ordered,Total Janssen Ordered,Total Covid Volume Ordered,Georeferenced Latitude & Longitude
3292,7/21/2021,Wilkes Barre Municipal Hlth Dept,Kirby Health Center,,71 North Franklin Street,Wilkes Barre,Pennsylvania,18701,Luzerne,0,100,0,100,
3293,7/26/2021,SCI-Laurel Highlands,5706 Glades Pike Road,,,Somerset,Pennsylvania,15501,Somerset,0,140,0,140,POINT (-79.040912 40.002438)
3294,10/11/2021,Abington Jefferson Health,1200 Old York Road,,,Abington,Pennsylvania,19001,Montgomery,1170,700,0,1870,POINT (-75.119382 40.118945)
3295,7/21/2021,Mt Bethel Pharmacy,2165 mt bethel highway,5,,Mount Bethel,Pennsylvania,18343,Northampton,0,200,0,200,POINT (-75.119975 40.898051)
3296,7/21/2021,FPC Mifflintown Fam Prac Cntr,2813 Industrial Park Road,Suite C,,Mifflintown,Pennsylvania,17059,Juniata,0,100,0,100,POINT (-77.368467 40.583695)
3297,7/19/2021,Adagio Health-Edinboro,118 E. Plum Street,,,Edinboro,Pennsylvania,16412,Erie,0,100,0,100,POINT (-80.129538 41.875503)
3298,7/23/2021,Gettysburg Family Practice,524 S Washington Street,,,Gettysburg,PA,17325,Adams,0,100,0,100,POINT (-77.233227 39.824074)
3299,7/16/2021,VDI-Stauffers Drug Store,149 E MAIN ST,,,New Holland,Pennsylvania,17557,Lancaster,0,100,0,100,POINT (-76.087448 40.103123)
3300,7/22/2021,LGH-Lancaster General Hospital,555 North Duke Street,,,Lancaster,Pennsylvania,17603,Lancaster,0,100,0,100,POINT (-76.305328 40.046975)
3301,7/20/2021,VDI-Thompson Pharmacy Altoona,602 E CHESTNUT AVE,,,ALTOONA,PA,16601,Blair,0,200,0,200,POINT (-78.387468 40.53123)
3302,9/10/2021,Margiotti and Kroll Pediatrics Newtown,671 Newtown-Yardley Rd,,,Newtown,Pennsylvania,18940,Bucks,1170,0,0,1170,POINT (-74.920435 40.229428)
3303,7/23/2021,Keystone Community Health Services,111 Chambers Hill Drive,Suite 102,,Chambersburg,Pennsylvania,17201,Franklin,0,300,0,300,
3304,7/22/2021,Whitemarsh Pharmacy,553 Germantown Pike,,,Lafayette Hill,Pennsylvania,19444,Montgomery,0,100,0,100,POINT (-75.251552 40.086114)
3305,7/26/2021,SCI-Greene,169 Progress Dr.,,,Waynesburg,Pennsylvania,15370,Greene,0,140,0,140,POINT (-80.13795 39.900674)
3306,10/13/2021,MedsPack LLC,5006 E Trindle Road,Ste 103,,Mechanicsburg,Pennsylvania,17050,Cumberland,1170,0,0,1170,POINT (-76.970687 40.225635)
3307,7/20/2021,Rx Partners,500 Old Pond Road,406,,Bridgeville,Pennsylvania,15017,Allegheny,0,100,0,100,POINT (-80.119309 40.353348)
3308,7/23/2021,VDI-Pine Grove Pharmacy,10 East Pottsville Str,,,Pine Grove,Pennsylvania,17963,Schuylkill,0,100,0,100,POINT (-76.38501 40.552571)
3309,7/20/2021,Fulton County Medical Center,Fulton County Medical Center,,214 Peach Orchard Road,MC CONNELLSBURG,PA,172338559,Fulton,0,100,0,100,
3310,7/20/2021,Centerville Clinics-Washington,37 HIGHLAND AVE,,,Washington,Pennsylvania,15301,Washington,0,100,0,100,POINT (-80.244837 40.174671)
3311,7/23/2021,Hamilton Health Center,110 South 17th Street,,,Harrisburg,Pennsylvania,17104,Dauphin,0,100,0,100,POINT (-76.863982 40.265624)
3312,7/19/2021,EMS Medical Management Inc,1000 N. Gravel Pike,Suite 100,,Schwenksville,Pennsylvania,19473,Montgomery,0,100,0,100,POINT (-75.467361 40.268)
3313,7/23/2021,FPC-Southside Family Medicine,699 Hastings Street,,,South Williamsport,Pennsylvania,17702,Lycoming,0,100,0,100,POINT (-76.990231 41.228763)
3314,7/22/2021,SCI-Coal Township,1 Kelley Dr,,,Coal Township,Pennsylvania,17866,Northumberland,0,100,0,100,POINT (-76.555486 40.805884)
3315,7/20/2021,Community Health Net,1202 State Street,,Administration,Erie,Pennsylvania,16501,Erie,0,200,0,200,POINT (-80.081095 42.123249)
3316,7/23/2021,Susq Comm Hlth and Dental Cnte,471 Hepburn Street,,,Williamsport,Pennsylvania,17701,Lycoming,0,100,0,100,POINT (-77.006961 41.241842)
3317,9/21/2021,North Side Christian Health Center,816 Middle Street,,,Pittsburgh,Pennsylvania,15212,Allegheny,0,140,0,140,POINT (-79.999614 40.455241)
3318,9/20/2021,GIANT PHARMACY-6336,3926 LINDEN STREET,,,BETHLEHEM,PA,18020,Northampton,0,0,100,100,POINT (-75.344906 40.674166)
3319,7/21/2021,Scranton Pharmacy,311 Mulberry St,,,Scranton,Pennsylvania,18503,Lackawanna,0,100,0,100,POINT (-75.663224 41.411696)
3320,7/22/2021,Centerville Clinics-Uniontown,86 McClellandtown Rd,,,Uniontown,Pennsylvania,15401,Fayette,0,100,0,100,POINT (-79.735949 39.902346)
3321,7/20/2021,VDI-Mill Hall Pharmacy Inc,260 Main Street,,,Mill Hall,Pennsylvania,17751,Clinton,0,100,0,100,POINT (-77.484734 41.103677)
3322,7/16/2021,VDI-Duncansville Pharmacy Inc,1328 Third Ave,,PO Box 126,Duncansville,Pennsylvania,16635,Blair,0,100,0,100,POINT (-78.434729 40.423021)
3323,7/20/2021,Dialysis Cre Ctr of Mechanicsbrg,4 Flowers Dr,Suite 1,,Mechanicsburg,Pennsylvania,17050,Cumberland,0,100,0,100,POINT (-77.03178 40.250342)
3324,7/26/2021,Pittsburgh Mercy Fam Hth Ctr,249 South 9th Street,,Bldg 4 1st Floor,Pittsburgh,Pennsylvania,15203,Allegheny,0,100,0,100,POINT (-79.989908 40.430888)
3325,10/15/2021,AHOLD USA-GIANT PHARMACY 6043,1880 LEITHSVILLE RD,,,HELLERTOWN,PA,18055,Northampton,0,0,100,100,POINT (-75.339414 40.562858)
3326,7/24/2021,Stauffers of Kissel Hill Pharmacy,301 Rohrerstown Rd,,,Lancaster,Pennsylvania,17603,Lancaster,0,100,0,100,POINT (-76.362954 40.046823)
3327,3/5/2021,Village Pharmacy at Springhouse,1121 N. Bethlehem Pike,40,,Spring House,Pennsylvania,19477,Montgomery,0,300,0,300,POINT (-75.22502 40.189842)
3328,7/20/2021,Retreat Behavioral Health,1170 S State St,,,Ephrata,Pennsylvania,17522,Lancaster,0,100,0,100,POINT (-76.200765 40.164419)
3329,10/13/2021,Indiana University of PA Hlth Srvc,901 Maple Street,g65,,Indiana,Pennsylvania,15705,Indiana,0,140,0,140,POINT (-79.157875 40.614684)
3330,10/7/2021,CKHS ChesPenn Hlth Srvs Est 9th,125 East 9th Street,,,Chester,Pennsylvania,19013,Delaware,1170,140,0,1310,POINT (-75.359661 39.853082)
3331,10/12/2021,Penn State Hershey Medical Center,500 University Drive,,,Hershey,Pennsylvania,17033,Dauphin,0,280,0,280,POINT (-76.674557 40.265932)
3332,10/17/2021,The Medicine Shoppe-Latrobe,709 Ligonier Street,,,Latrobe,Pennsylvania,15650,Westmoreland,0,700,0,700,POINT (-79.385532 40.317125)
3333,10/12/2021,GIANT PHARMACY-6269,3301 TRINDLE ROAD,,,CAMP HILL,PA,17011,Cumberland,0,0,100,100,POINT (-76.935436 40.238145)
3334,10/11/2021,The Prescription Center,310 adams Avenue  1st  floor,,,Scranton,Pennsylvania,18503,Lackawanna,0,560,0,560,POINT (-75.660694 41.408576)
3335,10/8/2021,GIANT PHARMACY-6267,44 NATURAL SPRINGS ROAD,,,GETTYSBURG,PA,17325,Adams,0,0,100,100,POINT (-77.20783 39.837958)
3336,10/11/2021,Allentown Health Bureau,245 North 6th Street,,Alliance Hall,Allentown,Pennsylvania,18102,Lehigh,1170,0,0,1170,POINT (-75.471564 40.606568)
3337,1/12/2021,Village Pharmacy at Springhouse,1121 N. Bethlehem Pike,40,,Spring House,Pennsylvania,19477,Montgomery,0,300,0,300,POINT (-75.22502 40.189842)
3338,10/12/2021,VDI-Pleasant Hills Apothecary,25 Gill Hall Rd,Suite 2,,Clairton,Pennsylvania,15025,Allegheny,0,0,200,200,POINT (-79.957735 40.321833)
3339,10/15/2021,JC Blair Med Srvs-Primary Care Ctr,790 Bryan Street,Suite 2,,Huntingdon,Pennsylvania,16652,Huntingdon,0,280,0,280,POINT (-78.011507 40.49342)
3340,10/15/2021,Valley Medical-Wilkes Barre,75 South Wyoming Avenue,2,,Edwardsville,Pennsylvania,18704,Luzerne,0,140,0,140,POINT (-75.902085 41.257703)
3341,10/11/2021,AHOLD USA-GIANT PHARMACY 6278,3400 CONCORD ROAD,,,ASTON,PA,19014,Delaware,0,0,100,100,POINT (-75.424886 39.867066)
3342,9/30/2021,Quaker Community Pharmacy,304 Village at Stones Crossing,,,Easton,Pennsylvania,18045,Northampton,0,0,100,100,POINT (-75.270684 40.676174)
3343,8/20/2021,Margiotti and Kroll Pediatrics Newtown,671 Newtown-Yardley Rd,,,Newtown,Pennsylvania,18940,Bucks,0,140,0,140,POINT (-74.920435 40.229428)
3344,10/8/2021,Wellspan York Hospital,1001 S .George,Pharmacy,,York,Pennsylvania,17405,York,5850,0,0,5850,POINT (-76.720535 39.946668)
3345,10/14/2021,KeystoneCare Health LLC,8765 Stenton Ave.,,,Wyndmoor,Pennsylvania,19038,Montgomery,0,0,100,100,POINT (-75.205312 40.082381)
3346,10/11/2021,Hamilton Health Center,110 South 17th Street,,,Harrisburg,Pennsylvania,17104,Dauphin,0,140,0,140,POINT (-76.863982 40.265624)
3347,10/15/2021,Mercy Catholic Medical Center,1500 Lansdowne Ave.,,,Darby,Pennsylvania,19023,Delaware,0,700,0,700,POINT (-75.267031 39.924718)
3348,4/6/2021,Village Pharmacy at Springhouse,1121 N. Bethlehem Pike,40,,Spring House,Pennsylvania,19477,Montgomery,0,200,0,200,POINT (-75.22502 40.189842)
3349,10/14/2021,SLUHHN-Bethlehem,801 OSTRUM ST,,Attn: Inpatient Pharmacy,Bethlehem (Part-Lehigh),Pennsylvania,18015,Northampton,1170,0,0,1170,POINT (-75.392507 40.608697)
3350,10/8/2021,AHN-Allegheny General Hospital,320 East North Avenue,Pharmacy,,Pittsburgh,Pennsylvania,15212,Allegheny,3510,0,0,3510,POINT (-80.003249 40.456149)
3351,10/9/2021,GIANT PHARMACY-6321,859 NAZARETH PIKE,,,NAZARETH,PA,18064,Northampton,0,0,100,100,POINT (-75.314175 40.730169)
3352,10/14/2021,Ricardo T. Carter M.D.,310 Electric Avenue,,,Lewistown,Pennsylvania,17044,Mifflin,0,140,0,140,POINT (-77.567461 40.6163)
3353,10/11/2021,GIANT PHARMACY-6055,325 W  FREEDOM AVENUE,STE 150,,Burnham,Pennsylvania,17009,Mifflin,0,140,0,140,POINT (-77.575048 40.629038)
3354,10/12/2021,Lehigh Valley Hospital Cedar Crest,1200 S. CEDAR CREST BLVD,,,Allentown,Pennsylvania,18103,Lehigh,0,4060,0,4060,POINT (-75.518672 40.566772)
3355,9/21/2021,GIANT PHARMACY-6051,141 EAST SWEDESFORD ROAD,,,EXTON,PA,19341,Chester,0,0,100,100,POINT (-75.62932 40.033335)
3356,10/15/2021,Lepri Rne Inc DBA The Md Shopp 0874,2239 Pittston Ave.,,,Scranton,Pennsylvania,18505,Lackawanna,0,280,0,280,POINT (-75.681293 41.384806)
3357,10/11/2021,VDI-Wileys Pharmacy Lancaster,903 NISSLEY RD,,,Lancaster,Pennsylvania,17601,Lancaster,0,140,0,140,POINT (-76.396935 40.066771)
3358,10/13/2021,Adzema Pharmacy,8105 Perry Highway,,,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,100,100,POINT (-80.03868 40.554758)
3359,10/11/2021,Geisinger Sys Svcs Pharm Distrib Ctr,212 Industrial Park Road,,,Elysburg,Pennsylvania,17824,Northumberland,0,1400,0,1400,POINT (-76.569434 40.852282)
3360,10/9/2021,VDI-Mill Hall Pharmacy Inc,260 Main Street,,,Mill Hall,Pennsylvania,17751,Clinton,1170,0,0,1170,POINT (-77.484734 41.103677)
3361,10/15/2021,Lititz Apothecary,100 E Main St,,,Lititz,Pennsylvania,17543,Lancaster,0,140,100,240,POINT (-76.304188 40.156715)
3362,10/8/2021,Means-Lauf Super Drug,265 Allegheny Blvd,1,,Brookville,Pennsylvania,15825,Jefferson,0,280,0,280,POINT (-79.09835 41.175648)
3363,11/24/2021,Wellspan Gettysburg Hospital,PHARMACY,,147 GETTYS STREET,GETTYSBURG,PENNSYLVANIA,17325,Adams,1170,0,0,1170,
3364,10/13/2021,Bucks County HD Doylestown Clinic,2395 York Road,,BCDH Warwick Square Clinic,Jamison,Pennsylvania,18929,Bucks,2340,0,0,2340,POINT (-75.08661 40.260428)
3365,10/12/2021,AHN-Allegheny Valley Hospital,1301 Carlisle Street,,,Natrona Heights,Pennsylvania,15065,Allegheny,1170,0,0,1170,POINT (-79.737106 40.617378)
3366,10/17/2021,GIANT PHARMACY-6509,737 HUNTINGDON PIKE,,,HUNTINGDON VALLEY,PA,19006,Montgomery,0,0,100,100,POINT (-75.093708 40.086465)
3367,5/7/2021,Margiotti and Kroll Pediatrics Newtown,671 Newtown-Yardley Rd,,,Newtown,Pennsylvania,18940,Bucks,1170,0,0,1170,POINT (-74.920435 40.229428)
3368,10/17/2021,VDI-Moshannon Vlly Phar Philpsbrg,208 Medical Center Drive,,,Philipsburg,Pennsylvania,16866,Centre,0,280,100,380,POINT (-78.206865 40.90701)
3369,10/11/2021,Quality Pharmacy Retail,164 Medical Center Rd,E,,Chicora,Pennsylvania,16025,Butler,1170,0,0,1170,POINT (-79.749293 40.940075)
3370,10/11/2021,Quality Care Pharmacys,1 Sprint Drive,,,Carlisle,Pennsylvania,17015,Cumberland,0,280,100,380,POINT (-77.220289 40.180115)
3371,10/14/2021,Sellersville Pharmacy,218 south main st,,,Sellersville,Pennsylvania,18960,Bucks,0,0,200,200,POINT (-75.305971 40.354553)
3372,10/17/2021,LAWRENCE COUNTY CORRECTIONAL FACILI,PRIME CARE MEDICAL,,111 SOUTH MILTON STREET,NEW CASTLE,PENNSYLVANIA,16101,Lawrence,0,0,100,100,
3373,10/14/2021,Geisinger Wyoming Valley,1000 EAST MOUNTAIN BLVD,,M.C. 34-06,Wilkes Barre,Pennsylvania,18711,Luzerne,1170,280,0,1450,POINT (-75.811717 41.256997)
3374,10/16/2021,Stauffers of Kissel Hill Pharmacy,301 Rohrerstown Rd,,,Lancaster,Pennsylvania,17603,Lancaster,0,140,0,140,POINT (-76.362954 40.046823)
3375,10/15/2021,Heritage Valley Hlth Sys Beaver,1000 Dutch Ridge Road,,,Beaver,Pennsylvania,15009,Beaver,0,560,0,560,POINT (-80.324352 40.710345)
3376,10/15/2021,Ahmad Wardeh MD,7 Anthra Plaza,,Route 61,Coal Township,Pennsylvania,17866,Northumberland,0,140,0,140,POINT (-76.521068 40.789851)
3377,10/8/2021,University of Pittsburgh,4041 Fifth Avenue,_,Nordenberg Hall,Pittsburgh,Pennsylvania,15213,Allegheny,0,280,0,280,POINT (-79.955252 40.444085)
3378,10/11/2021,Robrt F Crowell DO Stvn J Fisher DO,4000 Edgmont ave,,,Brookhaven,Pennsylvania,19015,Delaware,0,140,0,140,POINT (-75.387379 39.872183)
3379,10/12/2021,VIP Pharmacy,7737 New Falls Rd,,,Levittown,Pennsylvania,19055,Bucks,0,140,0,140,POINT (-74.847816 40.160519)
3380,10/8/2021,Sharbaughs Drugstore,2073 Plank Road,,,Carrolltown,Pennsylvania,15722,Cambria,0,140,0,140,POINT (-78.709921 40.596402)
3381,10/8/2021,Pechin Pharmacy,6 Zia Maria Way,,,Connellsville,Pennsylvania,15425,Fayette,0,0,200,200,
3382,4/20/2021,Village Pharmacy at Springhouse,1121 N. Bethlehem Pike,40,,Spring House,Pennsylvania,19477,Montgomery,0,100,0,100,POINT (-75.22502 40.189842)
3383,10/12/2021,PHN-New Castle Primary Care,1112 South Mill Street,,,New Castle,Pennsylvania,16101,Lawrence,0,140,0,140,POINT (-80.343873 40.987843)
3384,10/15/2021,AHN-Saint Vincent Hospital,PHARMACY DEPARTMENT,,232 WEST 25TH STREET,Erie,Pennsylvania,16544,Erie,0,140,0,140,
3385,10/8/2021,Wellspan Ephrata Community Hospital,PHARMACY DEPARTMENT,,169 MARTIN AVENUE,EPHRATA,PENNSYLVANIA,17522,Lancaster,1170,0,0,1170,
3386,10/13/2021,Pechin Pharmacy,6 Zia Maria Way,,,Connellsville,Pennsylvania,15425,Fayette,0,700,0,700,
3387,10/10/2021,VDI-Ferri Pharmacy,3907 Old William Penn Hwy,,,Murrysville,Pennsylvania,15668,Westmoreland,0,0,100,100,POINT (-79.697239 40.428342)
3388,1/22/2021,Margiotti and Kroll Pediatrics Newtown,671 Newtown-Yardley Rd,,,Newtown,Pennsylvania,18940,Bucks,0,200,0,200,POINT (-74.920435 40.229428)
3389,10/11/2021,GIANT PHARMACY-6094,471 S OXFORD VALLEY ROAD,,,FAIRLESS HILLS,PA,19030,Bucks,0,0,100,100,POINT (-74.85226 40.171296)
3390,4/13/2021,Village Pharmacy at Springhouse,1121 N. Bethlehem Pike,40,,Spring House,Pennsylvania,19477,Montgomery,0,200,0,200,POINT (-75.22502 40.189842)
3391,10/15/2021,Riccio Family Pharmacy,2217 Bristol Pike,2,,Bensalem,Pennsylvania,19020,Bucks,0,280,0,280,POINT (-74.950644 40.077534)
3392,10/11/2021,AHN-Saint Vincent Hospital,PHARMACY DEPARTMENT,,232 WEST 25TH STREET,Erie,Pennsylvania,16544,Erie,2340,0,0,2340,
3393,2/12/2021,Wellspan Fam Med-Roosevelt Ave,1401 Roosevelt Avenue,,,York,PA,17404,York,0,200,0,200,POINT (-76.758734 39.97938)
3394,10/11/2021,Plundo Medical Associates,518 Pellis Road,,,Greensburg,Pennsylvania,15601,Westmoreland,0,140,0,140,POINT (-79.521942 40.294034)
3395,10/16/2021,Springfield Pharmacy,1154 Baltimore Pike,,,Springfield,Pennsylvania,19064,Delaware,0,140,100,240,POINT (-75.346745 39.913764)
3396,10/12/2021,GIANT PHARMACY-6061,397 BALTIMORE RD,,,Shippensburg,Pennsylvania,17257,Cumberland,0,0,200,200,POINT (-77.502792 40.047125)
3397,10/15/2021,Perry Physicians PC,4570 Valley Rd,,,Shermans Dale,Pennsylvania,17090,Perry,0,140,0,140,POINT (-77.158983 40.319332)
3398,10/14/2021,Warren St Hosp Employee Hth,33 Main Dr.,,,Warren,Pennsylvania,16365,Warren,0,140,0,140,POINT (-79.141997 41.879427)
3399,10/16/2021,GIANT PHARMACY-6453,330 MARKETPLACE BOULEVARD,,,SELINSGROVE,PA,17870,Snyder,0,0,100,100,POINT (-76.834846 40.841273)
3400,10/15/2021,Hatboro Medical Associates,345 N YORK RD,,PO BOX 606,Hatboro,Pennsylvania,19040,Montgomery,0,280,0,280,POINT (-75.104791 40.182948)
3401,10/8/2021,Medical Arts Pharmacy,220 WILSON STE 100,,,Carlisle,Pennsylvania,17013,Cumberland,1170,0,0,1170,POINT (-77.202874 40.198526)
3402,10/12/2021,County of Delaware,125 Chester Avenue,,,Yeadon,Pennsylvania,19050,Delaware,1170,0,0,1170,POINT (-75.254837 39.923482)
3403,10/9/2021,GIANT PHARMACY-6522,1874 BETHLEHEM PIKE,,,FLOURTOWN,PA,19031,Montgomery,0,0,100,100,POINT (-75.214016 40.11031)
3404,10/11/2021,Geisinger Sys Svcs Pharm Distrib Ctr,212 Industrial Park Road,,,Elysburg,Pennsylvania,17824,Northumberland,2340,0,0,2340,POINT (-76.569434 40.852282)
3405,4/30/2021,Margiotti and Kroll Pediatrics Newtown,671 Newtown-Yardley Rd,,,Newtown,Pennsylvania,18940,Bucks,0,200,0,200,POINT (-74.920435 40.229428)
3406,10/14/2021,GIANT PHARMACY-6443,925 NORLAND AVENUE,,,CHAMBERSBURG,PA,17201,Franklin,0,0,100,100,POINT (-77.6307 39.940982)
3407,2/26/2021,Village Pharmacy at Springhouse,1121 N. Bethlehem Pike,40,,Spring House,Pennsylvania,19477,Montgomery,0,300,0,300,POINT (-75.22502 40.189842)
3408,10/14/2021,GHS-BRADFORD,116 INSTERSTATE PARKWAY,Suite 21,,BRADFORD,PENNSYLVANIA,16701,McKean,1170,0,0,1170,
3409,10/16/2021,Open Hearts Home Care,234 N. 6th Street,,,Reading,Pennsylvania,19601,Berks,0,140,100,240,POINT (-75.925771 40.339564)
3410,10/13/2021,WINDBER MEDICAL CENTER,600 SOMERSET AVENUE,,,Windber,Pennsylvania,15963,Somerset,1170,0,0,1170,POINT (-78.837917 40.242123)
3411,10/14/2021,Adagio Health-Erie,3530 Peach Street,Suite 120,,Erie,Pennsylvania,16508,Erie,0,140,0,140,POINT (-80.080305 42.099793)
3412,10/8/2021,Centerville Clinics-Washington,37 HIGHLAND AVE,,,Washington,Pennsylvania,15301,Washington,0,140,0,140,POINT (-80.244837 40.174671)
3413,10/11/2021,GIANT PHARMACY-6506,50 E WYNNEWOOD RD STORE #2,,,Wynnewood,Pennsylvania,19096,Montgomery,0,0,100,100,POINT (-75.273517 40.002279)
3414,10/11/2021,MARTINS PHARMACY-6288,221 GLIMCHER DRIVE,,,DUNCANSVILLE,PA,16635,Blair,0,280,100,380,POINT (-78.410863 40.432065)
3415,10/15/2021,Guthrie Robert Packer Hospital,One Guthrie Square,,,Sayre,Pennsylvania,18840,Bradford,0,0,100,100,
3416,10/13/2021,CHOP Care Network-West Chester,770 Miles Rd,Suite 1,,West Chester,Pennsylvania,19380,Chester,1170,0,0,1170,POINT (-75.62833 39.963615)
3417,3/16/2021,Village Pharmacy at Springhouse,1121 N. Bethlehem Pike,40,,Spring House,Pennsylvania,19477,Montgomery,0,100,0,100,POINT (-75.22502 40.189842)
3418,10/12/2021,Millcreek Manor Pharmacy,5535 Peach St,,,Erie,Pennsylvania,16509,Erie,1170,420,100,1690,POINT (-80.093535 42.073055)
3419,3/3/2021,Margiotti and Kroll Pediatrics Newtown,671 Newtown-Yardley Rd,,,Newtown,Pennsylvania,18940,Bucks,0,100,0,100,POINT (-74.920435 40.229428)
3420,10/8/2021,AHN FORBES HOSPITAL,PHARMACY,,2570 HAYMAKER ROAD,MONROEVILLE,PENNSYLVANIA,15146,Allegheny,1170,0,0,1170,
3421,10/11/2021,Noxen Medical Center,2888 SR 29 S # 2,,,Noxen,Pennsylvania,18636,Wyoming,0,140,0,140,
3422,10/8/2021,Nuway Pharmacy,1639 Hains Road,,,Levittown,Pennsylvania,19055,Bucks,1170,140,0,1310,POINT (-74.833322 40.13716)
3423,10/12/2021,Vybe Bensalem,3626 Street Road,,,Bensalem,Pennsylvania,19020,Bucks,0,840,0,840,POINT (-74.963381 40.126209)
3424,10/8/2021,GIANT PHARMACY-6045,849 WEST BALTIMORE PIKE,,,WEST GROVE,PA,19390,Chester,0,0,100,100,POINT (-75.875122 39.824105)
3425,10/8/2021,Prescription Center-Cherry Street,329 Cherry Street,Suite 1A,,Scranton,Pennsylvania,18505,Lackawanna,0,0,300,300,POINT (-75.67507 41.394068)
3426,10/15/2021,Lansdale Hospital,100 Medical Campus Drive,,,Lansdale,Pennsylvania,19446,Montgomery,1170,0,0,1170,POINT (-75.271523 40.2512)
3427,10/12/2021,Wellspan Gettysburg Hospital,PHARMACY,,147 GETTYS STREET,GETTYSBURG,PENNSYLVANIA,17325,Adams,1170,0,0,1170,
3428,10/16/2021,Exton Pharmacy at Marchood,1 Marchood Rd,,,Exton,Pennsylvania,19341,Chester,0,0,200,200,POINT (-75.639435 40.04787)
3429,8/26/2021,SCI-Houtzdale,PO Box 1000,,209 Institution Drive,Houtzdale,Pennsylvania,16698,Clearfield,0,280,0,280,
3430,1/25/2021,Curtis Pharmacy-Connellsville,802 Vanderbilt Rd,,,Connellsville,Pennsylvania,15425,Fayette,0,200,0,200,POINT (-79.603284 40.018754)
3431,8/26/2021,Erics RX Shoppe,810 Welsh Rd,F,,Horsham,Pennsylvania,19044,Montgomery,0,1000,0,1000,POINT (-75.179165 40.178356)
3432,2/26/2021,M Nazeeri MD PC,1023 Poplar Street,,,Lebanon,Pennsylvania,17042,Lebanon,0,200,0,200,POINT (-76.426967 40.330669)
3433,8/26/2021,AHN-Saint Vincent Hospital,PHARMACY DEPARTMENT,,232 WEST 25TH STREET,Erie,Pennsylvania,16544,Erie,1170,0,0,1170,
3434,8/23/2021,Select Spec Hosp Laurel Highlnds,One Mellon Way,,3 rd Floor,Latrobe,Pennsylvania,15650,Westmoreland,0,140,0,140,
3435,8/23/2021,Plundo Medical Associates,518 Pellis Road,,,Greensburg,Pennsylvania,15601,Westmoreland,0,140,0,140,POINT (-79.521942 40.294034)
3436,8/27/2021,Allied Services Pharmacy,100 Abington Executive Park,,,Clarks Summit,Pennsylvania,18411,Lackawanna,0,140,0,140,POINT (-75.712061 41.478001)
3437,8/23/2021,Centerville Clinics-Uniontown,86 McClellandtown Rd,,,Uniontown,Pennsylvania,15401,Fayette,0,140,0,140,POINT (-79.735949 39.902346)
3438,8/23/2021,Woods Service,10 Meadowood Dr,,,Langhorne,Pennsylvania,19047,Bucks,1170,0,0,1170,POINT (-74.912811 40.169756)
3439,8/20/2021,WILSONS PHARMACY,4101 PENN AVE,,,Pittsburgh,Pennsylvania,15224,Allegheny,0,700,0,700,POINT (-79.955101 40.46569)
3440,4/13/2021,Curtis Pharmacy-Connellsville,802 Vanderbilt Rd,,,Connellsville,Pennsylvania,15425,Fayette,0,300,0,300,POINT (-79.603284 40.018754)
3441,8/26/2021,DVCH Norristwn Regi Hlth Cntr,1401 DeKalb St,,,Norristown,Pennsylvania,19401,Montgomery,0,100,0,100,POINT (-75.333335 40.123435)
3442,8/20/2021,St Clair Hospital,St. Clair Hospital,Pharmacy,1000 Bower Hill Rd,Pittsburgh,Pennsylvania,15243,Allegheny,1170,0,0,1170,
3443,8/26/2021,SCI-Fayette,50 overlook drive,,,Labelle,Pennsylvania,15450,Fayette,0,280,0,280,POINT (-79.987761 39.99723)
3444,8/26/2021,SCI-Camp Hill,2500 LISBURN ROAD,,,Camp Hill,Pennsylvania,17011,Cumberland,0,280,0,280,POINT (-76.924054 40.217149)
3445,10/15/2021,VDI-Duncansville Pharmacy Inc,1328 Third Ave,,PO Box 126,Duncansville,Pennsylvania,16635,Blair,0,0,100,100,POINT (-78.434729 40.423021)
3446,8/26/2021,Grane Supply Inc West Chester,550 E Union St,Ste. B,,West Chester,Pennsylvania,19382,Chester,0,200,0,200,POINT (-75.593765 39.960867)
3447,10/8/2021,Grane Supply Inc West Chester,550 E Union St,Ste. B,,West Chester,Pennsylvania,19382,Chester,1170,0,0,1170,POINT (-75.593765 39.960867)
3448,10/14/2021,Adagio Health-Mobile Unit,3292 State Route 257,,,Seneca,Pennsylvania,16346,Venango,1170,0,0,1170,POINT (-79.703532 41.381847)
3449,5/21/2021,Pennyslvania Automated Services Inc,620 Lowry Ave,,,Jeannette,Pennsylvania,15644,Westmoreland,0,0,100,100,POINT (-79.616401 40.320122)
3450,8/27/2021,Lackawanna County Prison Medical,1371 N. Washington Ave.,,,Scranton,Pennsylvania,18509,Lackawanna,0,100,0,100,POINT (-75.647634 41.42244)
3451,7/27/2021,Perry Physicians PC,4570 Valley Rd,,,Shermans Dale,Pennsylvania,17090,Perry,0,140,0,140,
3452,7/26/2021,Spring Garden Family Practice,924 Colonial Ave,M,,York,Pennsylvania,17403,York,0,100,0,100,POINT (-76.740413 39.942162)
3453,4/9/2021,PHN-Wayne Primary Care,650 East Avenue,2nd fl,,Erie,Pennsylvania,16503,Erie,0,100,0,100,POINT (-80.06264 42.137121)
3454,8/2/2021,Plundo Medical Associates,518 Pellis Road,,,Greensburg,Pennsylvania,15601,Westmoreland,0,140,0,140,POINT (-79.521942 40.294034)
